,id,episode_id,number,raw_text,timestamp_in_ms,speaking_line,character_id,location_id,raw_character_text,raw_location_text,spoken_words,normalized_text,word_count
19,10655,36,9,"Lisa Simpson: Bart, I do so much for you and yet you have disappointed me on every one of my birthdays. I've made things for you. But you've lost or broken them in hours... but, okay, we'll forget all...",91000,True,9,5.0,Lisa Simpson,Simpson Home,"Bart, I do so much for you and yet you have disappointed me on every one of my birthdays. I've made things for you. But you've lost or broken them in hours... but, okay, we'll forget all...",bart i do so much for you and yet you have disappointed me on every one of my birthdays ive made things for you but youve lost or broken them in hours but okay well forget all,37.0
20,10657,36,11,"Lisa Simpson: (SWEETLY) Oh, thank you.",102000,True,9,5.0,Lisa Simpson,Simpson Home,"Oh, thank you.",oh thank you,3.0
21,10702,36,56,"Lisa Simpson: Well, all right -- if you listen to the poem I just wrote.",308000,True,9,5.0,Lisa Simpson,Simpson Home,"Well, all right -- if you listen to the poem I just wrote.",well all right -- if you listen to the poem i just wrote,13.0
22,10704,36,58,"Lisa Simpson: (READING) Meditations on turning eight, by Lisa Simpson. (PASSIONATELY) I had a cat named Snowball -- She died, she died! Mom said she was sleeping -- She lied, she lied! Why oh why is my cat dead? Couldn't that Chrysler hit me, instead? (PAUSE, THEN) I had a hamster named Snuffy -- He died, --",313000,True,9,5.0,Lisa Simpson,Simpson Home,"Meditations on turning eight, by Lisa Simpson. I had a cat named Snowball -- She died, she died! Mom said she was sleeping -- She lied, she lied! Why oh why is my cat dead? Couldn't that Chrysler hit me, instead? I had a hamster named Snuffy -- He died, --",meditations on turning eight by lisa simpson i had a cat named snowball -- she died she died mom said she was sleeping -- she lied she lied why oh why is my cat dead couldnt that chrysler hit me instead i had a hamster named snuffy -- he died --,51.0
23,10762,36,116,"Lisa Simpson: (COYLY) Bart, in the split second before he died, I bet Scratchy appreciated his birthday present. You see how this relates to us?",514000,True,9,5.0,Lisa Simpson,Simpson Home,"Bart, in the split second before he died, I bet Scratchy appreciated his birthday present. You see how this relates to us?",bart in the split second before he died i bet scratchy appreciated his birthday present you see how this relates to us,22.0
24,10844,36,198,"Lisa Simpson: (SINGING, SADLY) HAPPY BIRTHDAY TO ME / HAPPY BIRTHDAY TO ME / HAPPY BIRTHDAY, OVERLOOKED MIDDLE CHILD -- HAPPY BIRTHDAY TO ME.",819000,True,9,5.0,Lisa Simpson,Simpson Home,"HAPPY BIRTHDAY TO ME / HAPPY BIRTHDAY TO ME / HAPPY BIRTHDAY, OVERLOOKED MIDDLE CHILD -- HAPPY BIRTHDAY TO ME.",happy birthday to me happy birthday to me happy birthday overlooked middle child -- happy birthday to me,18.0
25,10890,36,244,"Lisa Simpson: Bart, the entire town is howling for your blood, and before I join them I have one question: Today is my birthday -- you promised to get me something, and... and I'm afraid to ask.",1006000,True,9,5.0,Lisa Simpson,Simpson Home,"Bart, the entire town is howling for your blood, and before I join them I have one question: Today is my birthday -- you promised to get me something, and... and I'm afraid to ask.",bart the entire town is howling for your blood and before i join them i have one question today is my birthday -- you promised to get me something and and im afraid to ask,35.0
26,10892,36,246,"Lisa Simpson: I thought so. Oh, Bart, you...",1023000,True,9,5.0,Lisa Simpson,Simpson Home,"I thought so. Oh, Bart, you...",i thought so oh bart you,6.0
27,10894,36,248,"Lisa Simpson: Dear Bart, I am using the stationery Mom and Dad gave me for my birthday to inform you that we are now brother and sister in name only. Perhaps if a professional so advises, I will give you a hug at some far distant family reunion, but rest assured it will be purely for show.",1039000,True,9,5.0,Lisa Simpson,Simpson Home,"Dear Bart, I am using the stationery Mom and Dad gave me for my birthday to inform you that we are now brother and sister in name only. Perhaps if a professional so advises, I will give you a hug at some far distant family reunion, but rest assured it will be purely for show.",dear bart i am using the stationery mom and dad gave me for my birthday to inform you that we are now brother and sister in name only perhaps if a professional so advises i will give you a hug at some far distant family reunion but rest assured it will be purely for show,55.0
28,10914,36,268,"Lisa Simpson: Although I am aware you are looking at me, I would look exactly the same even if you weren't.",1139000,True,9,5.0,Lisa Simpson,Simpson Home,"Although I am aware you are looking at me, I would look exactly the same even if you weren't.",although i am aware you are looking at me i would look exactly the same even if you werent,19.0
29,10920,36,274,"Lisa Simpson: (SLEEPILY) Huh... wha-- Bart, it's six a.m.",1185000,True,9,5.0,Lisa Simpson,Simpson Home,"Huh... wha-- Bart, it's six a.m.",huh wha-- bart its six am,6.0
30,10932,36,286,"Lisa Simpson: (EXCITEDLY) Oh! This is the best present I ever got. Thank you, Bart. Thank you Michael.",1264000,True,9,5.0,Lisa Simpson,Simpson Home,"Oh! This is the best present I ever got. Thank you, Bart. Thank you Michael.",oh this is the best present i ever got thank you bart thank you michael,15.0
31,11164,37,215,Lisa Simpson: (EYES SHINING) Honest Abe. He'll show me the way.,908000,True,9,426.0,Lisa Simpson,CAPITAL,Honest Abe. He'll show me the way.,honest abe hell show me the way,7.0
32,10937,36,291,"Lisa Simpson: Bye, bye, Leon (Marge) / Bye, roomie (Homer) / Bye, Pardner (Bart) / You're a credit to Dementia! (Lisa)",1295000,True,9,5.0,Lisa Simpson,Simpson Home,"Bye, bye, Leon / Bye, roomie / Bye, Pardner / You're a credit to Dementia!",bye bye leon bye roomie bye pardner youre a credit to dementia,12.0
33,10960,37,11,Lisa Simpson: (EYEING CHECK) I don't think real checks have exclamation points.,99000,True,9,5.0,Lisa Simpson,Simpson Home,I don't think real checks have exclamation points.,i dont think real checks have exclamation points,8.0
34,10983,37,34,Lisa Simpson: Daaad!,184000,True,9,5.0,Lisa Simpson,Simpson Home,Daaad!,daaad,1.0
35,11166,37,217,"Lisa Simpson: Mr. Lincoln, I...",915000,True,9,429.0,Lisa Simpson,Lincoln Memorial,"Mr. Lincoln, I...",mr lincoln i,3.0
36,10997,37,48,"Lisa Simpson: Where did you get the idea for this, Mom?",240000,True,9,5.0,Lisa Simpson,Simpson Home,"Where did you get the idea for this, Mom?",where did you get the idea for this mom,9.0
37,11001,37,52,"Lisa Simpson: (PROTESTING) Wait, Dad!",257000,True,9,5.0,Lisa Simpson,Simpson Home,"Wait, Dad!",wait dad,2.0
38,11002,37,53,Lisa Simpson: Hm. An essay contest. (SKIMMING) Children under twelve... Three hundred words... Fiercely pro-American. Sounds interesting.,259000,True,9,5.0,Lisa Simpson,Simpson Home,Hm. An essay contest. Children under twelve... Three hundred words... Fiercely pro-American. Sounds interesting.,hm an essay contest children under twelve three hundred words fiercely pro-american sounds interesting,14.0
39,11005,37,56,"Lisa Simpson: (TRYING TO WRITE) What would Ben Franklin say if he were alive today? He'd say... (MAKING FACE) oh, think of a better opening.",277000,True,9,5.0,Lisa Simpson,Simpson Home,"What would Ben Franklin say if he were alive today? He'd say... oh, think of a better opening.",what would ben franklin say if he were alive today hed say oh think of a better opening,18.0
40,11007,37,58,Lisa Simpson: Not very well.,287000,True,9,5.0,Lisa Simpson,Simpson Home,Not very well.,not very well,3.0
41,11009,37,60,Lisa Simpson: (WHAT A NUTTY QUESTION) Yes!,294000,True,9,5.0,Lisa Simpson,Simpson Home,Yes!,yes,1.0
42,11011,37,62,"Lisa Simpson: (SMILES) Yes, Mom.",298000,True,9,5.0,Lisa Simpson,Simpson Home,"Yes, Mom.",yes mom,2.0
43,11013,37,64,"Lisa Simpson: Okay, America. Inspire me.",311000,True,9,412.0,Lisa Simpson,Springfield National Forest,"Okay, America. Inspire me.",okay america inspire me,4.0
44,11014,37,65,"Lisa Simpson: Wow, a bald eagle.",316000,True,9,412.0,Lisa Simpson,Springfield National Forest,"Wow, a bald eagle.",wow a bald eagle,4.0
45,11015,37,66,Lisa Simpson: Hmm...,322000,True,9,412.0,Lisa Simpson,Springfield National Forest,Hmm...,hmm,1.0
46,11017,37,68,"Lisa Simpson: Thanks for driving me to the contest, Dad.",324000,True,9,413.0,Lisa Simpson,VETERANS OF POPULAR WARS HALL,"Thanks for driving me to the contest, Dad.",thanks for driving me to the contest dad,8.0
47,11027,37,78,"Lisa Simpson: (READING) When America was born on that hot July day in 1776, the trees in Springfield Forest were tiny saplings, trembling towards the sun. And as they were nourished by Mother Earth, so too did our fledgling nation find strength in the simple ideals of equality and justice. Who would have thought such mighty oaks, or such a powerful nation, could grow out of something so fragile... so pure. (CHOKED UP) Thank you.",391000,True,9,415.0,Lisa Simpson,LEGION,"When America was born on that hot July day in 1776, the trees in Springfield Forest were tiny saplings, trembling towards the sun. And as they were nourished by Mother Earth, so too did our fledgling nation find strength in the simple ideals of equality and justice. Who would have thought such mighty oaks, or such a powerful nation, could grow out of something so fragile... so pure. Thank you.",when america was born on that hot july day in 1776 the trees in springfield forest were tiny saplings trembling towards the sun and as they were nourished by mother earth so too did our fledgling nation find strength in the simple ideals of equality and justice who would have thought such mighty oaks or such a powerful nation could grow out of something so fragile so pure thank you,70.0
48,11031,37,82,Lisa Simpson: Okay.,437000,True,9,415.0,Lisa Simpson,LEGION,Okay.,okay,1.0
49,11072,37,123,Lisa Simpson: Bart! There's no such thing as first bedsies. You just made that up.,570000,True,9,420.0,Lisa Simpson,Hotel,Bart! There's no such thing as first bedsies. You just made that up.,bart theres no such thing as first bedsies you just made that up,13.0
50,11074,37,125,Lisa Simpson: (DELIBERATES) Iiiiiii Waaaaaannt... (POINTS) That one.,576000,True,9,420.0,Lisa Simpson,Hotel,Iiiiiii Waaaaaannt... That one.,iiiiiii waaaaaannt that one,4.0
51,11076,37,127,Lisa Simpson: (SUSPICIOUS) Why? What's wrong with it?,583000,True,9,420.0,Lisa Simpson,Hotel,Why? What's wrong with it?,why whats wrong with it,5.0
52,11078,37,129,"Lisa Simpson: No, really, what?",587000,True,9,420.0,Lisa Simpson,Hotel,"No, really, what?",no really what,3.0
53,11080,37,131,Lisa Simpson: What did you do to it?,588000,True,9,420.0,Lisa Simpson,Hotel,What did you do to it?,what did you do to it,6.0
54,11082,37,133,Lisa Simpson: (BEAT) MOMMM!,591000,True,9,420.0,Lisa Simpson,Hotel,MOMMM!,mommm,1.0
55,11094,37,145,Lisa Simpson: Have either of you ever run into any problems because of your superior ability?,643000,True,9,420.0,Lisa Simpson,Hotel,Have either of you ever run into any problems because of your superior ability?,have either of you ever run into any problems because of your superior ability,14.0
56,11097,37,148,"Lisa Simpson: (OVERCOME WITH EMOTION) Ah, me too!",649000,True,9,420.0,Lisa Simpson,Hotel,"Ah, me too!",ah me too,3.0
57,11112,37,163,Lisa Simpson: Barbara Bush.,688000,True,9,422.0,Lisa Simpson,White House,Barbara Bush.,barbara bush,2.0
58,11163,37,214,Lisa Simpson: How could I read my essay now? I don't believe my own words.,899000,True,9,426.0,Lisa Simpson,CAPITAL,How could I read my essay now? I don't believe my own words.,how could i read my essay now i dont believe my own words,13.0
59,11138,37,189,"Lisa Simpson: Hello, sir.",797000,True,9,426.0,Lisa Simpson,CAPITAL,"Hello, sir.",hello sir,2.0
60,11140,37,191,Lisa Simpson: Only two. I checked.,805000,True,9,426.0,Lisa Simpson,CAPITAL,Only two. I checked.,only two i checked,4.0
61,11148,37,199,Lisa Simpson: Mom?,829000,True,9,420.0,Lisa Simpson,Hotel,Mom?,mom,1.0
62,11150,37,201,Lisa Simpson: I'm too excited to sleep. Anyone up for the Winifred Beecher Howe Memorial?,834000,True,9,420.0,Lisa Simpson,Hotel,I'm too excited to sleep. Anyone up for the Winifred Beecher Howe Memorial?,im too excited to sleep anyone up for the winifred beecher howe memorial,13.0
63,11152,37,203,Lisa Simpson: An early crusader for women's rights. She led the Floormop Rebellion of 1910. Later she appeared on the highly unpopular 75 cent piece.,840000,True,9,420.0,Lisa Simpson,Hotel,An early crusader for women's rights. She led the Floormop Rebellion of 1910. Later she appeared on the highly unpopular 75 cent piece.,an early crusader for womens rights she led the floormop rebellion of 1910 later she appeared on the highly unpopular 75 cent piece,23.0
64,11154,37,205,"Lisa Simpson: Okay, but you don't know what you're missing.",849000,True,9,420.0,Lisa Simpson,Hotel,"Okay, but you don't know what you're missing.",okay but you dont know what youre missing,8.0
65,11156,37,207,"Lisa Simpson: (READING) ""I will iron your sheets when you iron out the inequities in your labor laws."" Amen, sister.",858000,True,9,428.0,Lisa Simpson,W.B. HOWE MEMORIAL,"""I will iron your sheets when you iron out the inequities in your labor laws."" Amen, sister.",i will iron your sheets when you iron out the inequities in your labor laws amen sister,17.0
66,11172,37,223,"Lisa Simpson: Mr. Lincoln, my name is Lisa Simpson, and I have a problem.",933000,True,9,429.0,Lisa Simpson,Lincoln Memorial,"Mr. Lincoln, my name is Lisa Simpson, and I have a problem.",mr lincoln my name is lisa simpson and i have a problem,12.0
67,11174,37,225,"Lisa Simpson: Mr. Jefferson, my name is Lisa Simpson, and I have a problem.",940000,True,9,430.0,Lisa Simpson,Jefferson Memorial,"Mr. Jefferson, my name is Lisa Simpson, and I have a problem.",mr jefferson my name is lisa simpson and i have a problem,12.0
68,11176,37,227,"Lisa Simpson: Sorry, sir. It's just that...",948000,True,9,430.0,Lisa Simpson,Jefferson Memorial,"Sorry, sir. It's just that...",sorry sir its just that,5.0
69,11178,37,229,"Lisa Simpson: Uh, maybe I should be going. I caught you at a bad time.",958000,True,9,430.0,Lisa Simpson,Jefferson Memorial,"Uh, maybe I should be going. I caught you at a bad time.",uh maybe i should be going i caught you at a bad time,13.0
70,11181,37,232,Lisa Simpson: (GRIMLY) The truth must be told.,985000,True,9,431.0,Lisa Simpson,CAPITAL BUILDING,The truth must be told.,the truth must be told,5.0
71,11197,37,248,"Lisa Simpson: (DETERMINED) I would like to read a different essay, if I may.",1074000,True,9,432.0,Lisa Simpson,Kennedy Center,"I would like to read a different essay, if I may.",i would like to read a different essay if i may,11.0
72,11199,37,250,"Lisa Simpson: (READING) ""The city of Washington was built on a stagnant swamp some 200 years ago, and very little has changed. It stank then, and it stinks now. Only today, it is the fetid stench of corruption that hangs in the air.""",1082000,True,9,432.0,Lisa Simpson,Kennedy Center,"""The city of Washington was built on a stagnant swamp some 200 years ago, and very little has changed. It stank then, and it stinks now. Only today, it is the fetid stench of corruption that hangs in the air.""",the city of washington was built on a stagnant swamp some 200 years ago and very little has changed it stank then and it stinks now only today it is the fetid stench of corruption that hangs in the air,40.0
73,11201,37,252,"Lisa Simpson: (READING ABOVE NOISE) ""And who did I see taking a bribe, but the (AIR QUOTES) ""Honorable"" Bob Arnold. But don't worry, Congressman, I'm sure you can buy all the votes you need with your dirty money. And this will be one nation, under the dollar, with liberty and justice for none.""",1100000,True,9,432.0,Lisa Simpson,Kennedy Center,"""And who did I see taking a bribe, but the ""Honorable"" Bob Arnold. But don't worry, Congressman, I'm sure you can buy all the votes you need with your dirty money. And this will be one nation, under the dollar, with liberty and justice for none.""",and who did i see taking a bribe but the honorable bob arnold but dont worry congressman im sure you can buy all the votes you need with your dirty money and this will be one nation under the dollar with liberty and justice for none,46.0
74,11224,37,275,"Lisa Simpson: I'm sorry, Dad. I couldn't think of a nice way to say America stinks.",1221000,True,9,432.0,Lisa Simpson,Kennedy Center,"I'm sorry, Dad. I couldn't think of a nice way to say America stinks.",im sorry dad i couldnt think of a nice way to say america stinks,14.0
75,11228,37,279,Lisa Simpson: I can't believe it! The system works.,1231000,True,9,432.0,Lisa Simpson,Kennedy Center,I can't believe it! The system works.,i cant believe it the system works,7.0
76,11241,37,292,Lisa Simpson: Bart!,1317000,True,9,434.0,Lisa Simpson,Kennedy Center Ballroom,Bart!,bart,1.0
77,11248,38,5,Lisa Simpson: (READING) The Flanders are having a beef-a-thon! Incredible Ned-ibles! Maude-acious vittles!.,107000,True,9,5.0,Lisa Simpson,Simpson Home,The Flanders are having a beef-a-thon! Incredible Ned-ibles! Maude-acious vittles!.,the flanders are having a beef-a-thon incredible ned-ibles maude-acious vittles,10.0
78,11361,38,118,"Lisa Simpson: Dad, do you know what Schadenfreude is?",579000,True,9,5.0,Lisa Simpson,Simpson Home,"Dad, do you know what Schadenfreude is?",dad do you know what schadenfreude is,7.0
79,11363,38,120,Lisa Simpson: It's the German term for shameful joy -- taking pleasure in the suffering of others.,588000,True,9,5.0,Lisa Simpson,Simpson Home,It's the German term for shameful joy -- taking pleasure in the suffering of others.,its the german term for shameful joy -- taking pleasure in the suffering of others,15.0
80,11365,38,122,Lisa Simpson: Sour grapes.,605000,True,9,5.0,Lisa Simpson,Simpson Home,Sour grapes.,sour grapes,2.0
81,11372,38,129,"Lisa Simpson: (SCARED) Hey, quit it, Bart. Quit it! Hey, quit it, quit it, quit it! M-o-o-o-m!",623000,True,9,5.0,Lisa Simpson,Simpson Home,"Hey, quit it, Bart. Quit it! Hey, quit it, quit it, quit it! M-o-o-o-m!",hey quit it bart quit it hey quit it quit it quit it m-o-o-o-m,14.0
82,11400,38,157,Lisa Simpson: You change it.,718000,True,9,5.0,Lisa Simpson,Simpson Home,You change it.,you change it,3.0
83,11401,38,158,"Lisa Simpson: Okay, okay.",720000,True,9,5.0,Lisa Simpson,Simpson Home,"Okay, okay.",okay okay,2.0
84,11403,38,160,Lisa Simpson: But Bart --,728000,True,9,5.0,Lisa Simpson,Simpson Home,But Bart --,but bart --,3.0
85,11450,38,207,"Lisa Simpson: I'm sure you did nothing to discourage this, you scavenger of human misery.",901000,True,9,5.0,Lisa Simpson,Simpson Home,"I'm sure you did nothing to discourage this, you scavenger of human misery.",im sure you did nothing to discourage this you scavenger of human misery,13.0
86,11471,38,228,Lisa Simpson: Hey!!,976000,True,9,3.0,Lisa Simpson,Springfield Elementary School,Hey!!,hey,1.0
87,11473,38,230,Lisa Simpson: (MAD) You give that back. That belongs to me! That's mine!,981000,True,9,3.0,Lisa Simpson,Springfield Elementary School,You give that back. That belongs to me! That's mine!,you give that back that belongs to me thats mine,10.0
88,11476,38,233,"Lisa Simpson: Hey, stop that. (CRYING)",993000,True,9,3.0,Lisa Simpson,Springfield Elementary School,"Hey, stop that.",hey stop that,3.0
89,11478,38,235,Lisa Simpson: Not any more. (TO BULLIES) You punks are about to get a taste of your own medicine. This is my brother... (SMUGLY) and he knows Karate.,1002000,True,9,3.0,Lisa Simpson,Springfield Elementary School,Not any more. You punks are about to get a taste of your own medicine. This is my brother... and he knows Karate.,not any more you punks are about to get a taste of your own medicine this is my brother and he knows karate,23.0
90,11483,38,240,"Lisa Simpson: Yeah, just keep laughing, it only makes him madder. Come on, Bart, start them off with the touch of death and go from there.",1022000,True,9,3.0,Lisa Simpson,Springfield Elementary School,"Yeah, just keep laughing, it only makes him madder. Come on, Bart, start them off with the touch of death and go from there.",yeah just keep laughing it only makes him madder come on bart start them off with the touch of death and go from there,24.0
91,11487,38,244,Lisa Simpson: It's funny how two wrongs sometimes make a right.,1043000,True,9,3.0,Lisa Simpson,Springfield Elementary School,It's funny how two wrongs sometimes make a right.,its funny how two wrongs sometimes make a right,9.0
92,11553,39,5,Lisa Simpson: What are you so happy about?,69000,True,9,59.0,Lisa Simpson,Simpson Dining Room,What are you so happy about?,what are you so happy about,6.0
93,11557,39,9,"Lisa Simpson: (WITH SCORN) No one wants your stupid police badge, Bart.",91000,True,9,59.0,Lisa Simpson,Simpson Dining Room,"No one wants your stupid police badge, Bart.",no one wants your stupid police badge bart,8.0
94,11585,39,37,Lisa Simpson: I'm gonna eat EIGHT pieces of chocolate.,185000,True,9,442.0,Lisa Simpson,Springfield Elementary School Bus Stop,I'm gonna eat EIGHT pieces of chocolate.,im gonna eat eight pieces of chocolate,7.0
95,11598,39,50,Lisa Simpson: (TO JANEY) I think this is something Bart would really have enjoyed. (SIGHS) But it's the only way he'll learn.,223000,True,9,443.0,Lisa Simpson,THE AH FUDGE! CHOCOLATE FACTORY IN SHELBYVILLE,I think this is something Bart would really have enjoyed. But it's the only way he'll learn.,i think this is something bart would really have enjoyed but its the only way hell learn,17.0
96,11677,39,129,"Lisa Simpson: Bart, is your boss a crook?",611000,True,9,5.0,Lisa Simpson,Simpson Home,"Bart, is your boss a crook?",bart is your boss a crook,6.0
97,11858,40,2,"Lisa Simpson: Dad, I think this paper is a flimsy hodgepodge of pie graphs, factoids and Larry King.",61000,True,9,5.0,Lisa Simpson,Simpson Home,"Dad, I think this paper is a flimsy hodgepodge of pie graphs, factoids and Larry King.",dad i think this paper is a flimsy hodgepodge of pie graphs factoids and larry king,16.0
98,11861,40,5,"Lisa Simpson: Bart, that's so sweet. May I see the card?",75000,True,9,5.0,Lisa Simpson,Simpson Home,"Bart, that's so sweet. May I see the card?",bart thats so sweet may i see the card,9.0
99,11862,40,6,Lisa Simpson: (READING CARD) Hey there ten-year old. I couldn't afford to get you a new drum...,80000,True,9,5.0,Lisa Simpson,Simpson Home,Hey there ten-year old. I couldn't afford to get you a new drum...,hey there ten-year old i couldnt afford to get you a new drum,13.0
100,11863,40,7,Lisa Simpson: ...so how about a nice pair of bongos? Ewww.,80000,True,9,5.0,Lisa Simpson,Simpson Home,...so how about a nice pair of bongos? Ewww.,so how about a nice pair of bongos ewww,9.0
101,12043,40,187,Lisa Simpson: (ADMIRING) A role model in my very own home. How convenient.,832000,True,9,5.0,Lisa Simpson,Simpson Home,A role model in my very own home. How convenient.,a role model in my very own home how convenient,10.0
102,12048,40,192,Lisa Simpson: Maybe you ate a clove.,849000,True,9,5.0,Lisa Simpson,Simpson Home,Maybe you ate a clove.,maybe you ate a clove,5.0
103,12052,40,196,Lisa Simpson: (LOOKS UP GLOWING) How Zen.,858000,True,9,5.0,Lisa Simpson,Simpson Home,How Zen.,how zen,2.0
104,12054,40,198,Lisa Simpson: Looking at you with quiet awe.,865000,True,9,5.0,Lisa Simpson,Simpson Home,Looking at you with quiet awe.,looking at you with quiet awe,6.0
105,12097,40,241,"Lisa Simpson: I will, Mr. Gumbel. But if you'll excuse me, I'm profiling my dad for the school paper. I thought it would be neat to follow him around for a day to see what makes him tick.",1065000,True,9,15.0,Lisa Simpson,Moe's Tavern,"I will, Mr. Gumbel. But if you'll excuse me, I'm profiling my dad for the school paper. I thought it would be neat to follow him around for a day to see what makes him tick.",i will mr gumbel but if youll excuse me im profiling my dad for the school paper i thought it would be neat to follow him around for a day to see what makes him tick,36.0
106,12100,40,244,"Lisa Simpson: Uh, excuse me, I have the chocolate milk.",1081000,True,9,15.0,Lisa Simpson,Moe's Tavern,"Uh, excuse me, I have the chocolate milk.",uh excuse me i have the chocolate milk,8.0
107,12103,40,247,Lisa Simpson: He's just a little nervous. (PROUDLY) He has to give a speech tomorrow on How To Keep Cool In A Crisis.,1091000,True,9,15.0,Lisa Simpson,Moe's Tavern,He's just a little nervous. He has to give a speech tomorrow on How To Keep Cool In A Crisis.,hes just a little nervous he has to give a speech tomorrow on how to keep cool in a crisis,20.0
108,12148,40,292,Lisa Simpson: Our dad... now he belongs to the ages.,1299000,True,9,5.0,Lisa Simpson,Simpson Home,Our dad... now he belongs to the ages.,our dad now he belongs to the ages,8.0
109,12232,41,83,"Lisa Simpson: No, Dad, Krusty is our guest. (TO KRUSTY) Your pratfalls and Punchinello antics aren't necessary here.",342000,True,9,5.0,Lisa Simpson,Simpson Home,"No, Dad, Krusty is our guest. Your pratfalls and Punchinello antics aren't necessary here.",no dad krusty is our guest your pratfalls and punchinello antics arent necessary here,14.0
110,12239,41,90,Lisa Simpson: Why don't we let our guest do it?,364000,True,9,5.0,Lisa Simpson,Simpson Home,Why don't we let our guest do it?,why dont we let our guest do it,8.0
111,12245,41,96,"Lisa Simpson: No, Dad, that's Hebrew. Krusty must be Jewish.",385000,True,9,5.0,Lisa Simpson,Simpson Home,"No, Dad, that's Hebrew. Krusty must be Jewish.",no dad thats hebrew krusty must be jewish,8.0
